id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
3526,7050,7051,0,astronomical model would generate long season find westeros essos,game thrones winter summer last year vary length solar planetary configuration could possibly produce dramatic season,65,117,1,0.08621566995033403,1.3518759780761445,0.8309381265629823,6.119827254438786,0.9444444444444444,26,38,24,23
3527,7052,7053,1,jayalalitha bury cremate per hindu tradition,jayalalitha bury cremate,44,24,3,0.7451176099517514,0.7139781369877495,0.5689037497265206,1.5891441681574907,0.8571428571428572,71,100,100,71
3528,7054,7055,1,get rid acne face workout daily wash face twice day,get rid acne scar,51,17,3,0.3632036068336432,1.128535682348021,0.8340124868135361,3.260260694224929,0.9166666666666666,44,82,83,47
3529,7056,7057,1,last long sex,year old male last long sex,13,27,3,0.7045941834218037,0.7686427213968741,0.6096660196622586,1.7295624294195433,0.9,65,100,100,65
3530,7058,7059,1,much protein shake helpful weight loss,protein shake help lose weight,38,30,3,0.608818834275232,0.8845124823593706,0.677261155693525,2.1355887711613395,0.9166666666666666,76,87,85,85
3531,7060,7061,1,muslim man date foreign girl,male muslim date foreign girl,28,29,4,0.802323916056084,0.6287703618077367,0.5606359084389796,0.9367304120246677,0.9090909090909091,84,92,95,95
3532,7062,7063,0,fever daily sometimes get headache problem get fever daily bad,get fever,62,9,2,0.6714243088742919,0.8106487415961467,0.6207126914909771,2.0180991089029128,0.9,25,100,100,25
3533,7064,7065,1,daniel ek spotify come india,spotify work india,28,18,2,0.47923388762098224,1.0205548612191484,0.7914008628124222,2.3451871212961453,0.875,65,83,84,57
3534,7066,7067,0,phone hang itself,speed record phone,17,18,1,0.20521054758615476,1.2607850351379057,1.0011595548299355,2.545044980898883,0.8571428571428572,29,45,51,29
3535,7068,7069,0,happen gb disk space reach,pokemon fan game romhack set war,26,32,0,0.0,1.4142135623730951,0.9721075458186887,4.4297961684876785,0.9090909090909091,34,40,45,45
3536,7070,7071,0,sentence example use contemporary,sentence example use into,33,25,3,0.5770325695192253,0.9197471723041879,0.819365674985798,1.3269718125053585,0.8888888888888888,83,92,89,69
3537,7072,7073,0,example antitrust law,example common law,21,18,2,0.5758621052005694,0.9210188866678367,0.8194526177162237,1.4264579400659383,0.8571428571428572,67,56,76,67
3538,7074,7075,1,change team pokemon go,change team pokã mon go,22,23,3,0.5613939603853325,0.9365960064132961,0.7745088303676964,1.8240783471159552,0.8888888888888888,93,91,82,82
3539,7076,7077,1,favorite poem,what be favorite poem,13,21,2,0.8422552755303672,0.561684474539991,0.48494500116563594,0.9839072605276025,0.8571428571428572,76,100,100,76
3540,7078,7079,1,lose weight safely,lose weight,18,11,2,0.6849723048431986,0.7937602851702792,0.7422028369369186,1.1740007201091551,0.8333333333333334,76,100,100,76
3541,7080,7081,0,difference premier authentic nhl jersey,difference fa cup capital one cup,39,33,1,0.0685665507460578,1.3648688209889932,1.0350463905438285,3.4587453278485083,0.875,47,45,51,44
3542,7082,7083,0,coplanar force,net force actual force,14,22,1,0.5214106365235255,0.9783551129078587,0.8406048857349732,1.7551446432380033,0.8333333333333334,39,57,60,44
3543,7084,7085,1,last year america great accord trump campaign,last time america great accord trump america great slogan,45,57,5,0.7852534238245201,0.6553572707698906,0.5131671917497467,1.6240470111961915,0.9285714285714286,76,80,84,69
3544,7086,7087,1,good beginner friendly book python,good beginner book python,34,25,4,0.8390289222343194,0.5673994673344004,0.5466473610265342,0.8535013026765429,0.875,85,64,100,85
3545,7088,7089,1,exercise do reduce belly fat,effective exercise reduce belly fat,28,35,4,0.8313980362858842,0.5806926273238122,0.5206466224409951,0.9150727509260121,0.9090909090909091,79,94,94,83
3546,7090,7091,0,difference,difference,10,10,1,1.0,0.0,0.0,0.0,0.0,100,100,100,100
3547,7092,7093,0,transfer icici credit card balance amount icici bank account charge transfer,would recommend someone really high goal laughingly inadequate action along low threshold satisfaction,76,102,0,0.0,1.4142135623730951,0.9221303411392842,5.6887543586030205,0.9411764705882353,26,32,15,13
3548,7094,7095,0,wrong hand,what be wrong hand,10,18,2,0.8334596014281113,0.5771315249956267,0.4974461298828687,1.0157460982447089,0.8571428571428572,71,100,100,71
3549,7096,7097,1,good tip self study,tip self study,19,14,3,0.9627096954085721,0.2730945059550921,0.2706742455988625,0.3349056979437059,0.875,85,100,100,85
3550,7098,7099,0,density aluminum measure value gram per cubic centimeter,someone good programming mean good programmer,56,45,0,0.0,1.414213562373095,0.9377529375476262,5.0204492523900806,0.9090909090909091,34,36,29,28
3551,7100,7101,0,suzlon share fail good result,good buy asian paint share cmp,29,30,2,0.2568575990444147,1.2191328073311662,0.9084866710196317,3.020248024587333,0.9090909090909091,31,37,51,51
3552,7102,7103,0,impulsiveness,impulse,13,7,0,,1.0,1.0,1.0,0.5,70,86,70,70
3553,7104,7105,0,ask hr re apply position company interview before,long might one wait hear something apply academic position us,49,61,2,0.21416723010548627,1.2536608551713766,0.8201872087105433,4.6760350579667325,0.9375,40,47,49,42
3554,7106,7107,1,isis fighter cover face,islamist terrorist cover face,23,29,2,0.6634491213141364,0.8204277892488328,0.6876769697274752,1.531629591891434,0.8571428571428572,73,70,65,65
3555,7108,7109,0,save picture shareit history even picture gallery,picture transfer shareit storage location sd card appear gallery,49,64,3,0.465345255938211,1.0340742178990723,0.7076009010593428,3.3072409375642082,0.9166666666666666,58,55,72,53
3556,7110,7111,0,common among people tolerance patience,geographical location land use constraint,38,41,0,0.0,1.4142135623730951,1.0264010299060708,3.8850758568800106,0.875,33,38,23,23
3557,7112,7113,0,review presence mind,presence mind,20,13,2,0.8367112991021488,0.5714695108189959,0.551054486891548,0.778346371854155,0.8333333333333334,79,100,100,79
3558,7114,7115,0,necessity president post india copy british system,anyone help read palm,50,21,0,0.0,1.4142135623730951,0.9918830356365353,4.327860907356025,0.9,20,43,28,28
3559,7116,7117,0,check whether number prime not,what be good algorithm check number prime,30,41,3,0.6008884398691284,0.8934333328579939,0.6839123021454108,2.196558136622148,0.9166666666666666,51,75,75,68
3560,7118,7119,0,change name person mistake new name want old one form incorrect name change not,us okay tell chinese coworker lip smicker smackere slurping consider rude,79,73,0,0.0,1.414213562373095,0.9226232550000879,5.782433487060422,0.9444444444444444,17,22,22,25
3561,7120,7121,1,female body undergo change lose virginity not would people think do,might reason people sometimes believe woman body change lose virginity,67,70,5,0.4499234134061315,1.048881868080356,0.7159255079415044,3.4648725564324807,0.9545454545454546,44,59,67,61
3562,7122,7123,1,world war likely,soon world war iii,16,18,2,0.42973107652274645,1.0679596654155563,0.8835271189566879,2.049676902383084,0.875,65,76,72,65
3563,7124,7125,0,cognitive behavior therapy training,cognitive behavior therapy,35,26,3,0.8921004220581918,0.4645418774272312,0.45302089441982146,0.6385824792640412,0.8333333333333334,85,100,100,85
3564,7126,7127,0,learn language efficiently online,learn language efficiently,33,26,3,0.8993132945782596,0.44874648839125314,0.4384276167449547,0.6062741936620349,0.875,88,100,100,88
3565,7128,7129,0,feel like live high rise building floor ceiling window go wall wall,own high rise building newyork invest money high rise building,67,62,3,0.44455201822790386,1.053990494997081,0.7291887594236128,3.7150255841737283,0.9411764705882353,45,49,59,47
3566,7130,7131,1,become comfortable alone,become comfortable alone,24,24,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
3567,7132,7133,0,think vladimir putin,vladimir putin think nato,20,25,3,0.8233695645403041,0.5943575278562494,0.5709682997782747,0.8668570816063857,0.8571428571428572,62,70,100,89
3568,7134,7135,1,good job portal india,good job portal fresher india,21,29,4,0.8236935439228115,0.5938121859261372,0.570345223597268,0.8999861157014961,0.9,84,76,100,84
3569,7136,7137,0,fishing industry like barbado compare fishing industry hondura,fishing industry like barbado compare fishing industry country,62,62,5,0.9212345806223098,0.3969015479377482,0.3581692425083384,0.6086627130912682,0.9166666666666666,94,94,91,87
3570,7138,7139,1,gary johnson win,would require gary johnson win,16,30,3,0.8525814989315345,0.5429889521315616,0.4757712487696598,0.9785201089687028,0.8571428571428572,70,100,100,70
3571,7140,7141,1,salt melt ice,salt melt ice snow quickly,13,26,3,0.7798157141014329,0.6636027213605549,0.5663194561302505,1.2628539553834235,0.875,67,100,100,67
3572,7142,7143,0,form submit interest earn taxable not,money earn online adsense affiliates payment paypal taxable not pay tax income normal,37,85,3,0.35295049648210625,1.1375847252120552,0.7742702783934682,3.9118287699144094,0.9411764705882353,33,46,60,38
3573,7144,7145,0,need international driving licence without visa,licence need fly small size uav around city street,47,50,2,0.2957886190913856,1.186769885789671,0.8131238700378495,3.8467513986616635,0.9333333333333333,23,30,43,39
3574,7146,7147,0,personally know someone like you,know girl like like you,32,23,3,0.5693803539399154,0.9280297905348565,0.7592953115521635,1.8286193152607868,0.9,55,68,84,58
3575,7148,7149,1,possible donald trump mental problem,donald trump mentally ill,36,25,2,0.3860557827066383,1.1081012745172363,0.8914151013575664,2.3616794295932206,0.8888888888888888,69,80,66,66
3576,7150,7151,1,adult male increase height,increase height,26,15,2,0.6686854627418608,0.8140203157884195,0.6815010525185825,1.5194221644677954,0.8571428571428572,73,100,100,73
3577,7152,7153,0,exactly icse paper going correct,get icse geography,32,18,1,0.43060950596975855,1.0671368178731735,0.7935543774109346,2.607630328108437,0.8571428571428572,40,56,48,44
3578,7154,7155,1,workout clothe guy wear year,workout clothe guy wear summer back year,28,40,5,0.8274118985437179,0.5875169809567757,0.5065417155240425,1.170985584683896,0.9230769230769231,82,86,100,82
3579,7156,7157,0,side business make week,side business make week,23,23,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
3580,7158,7159,0,overcome fear disease,overcome fear,21,13,2,0.7632692179212917,0.6880854337634364,0.6535018747949805,0.980635384619873,0.8333333333333334,76,100,100,76
3581,7160,7161,0,zabbix server run fix it,proxy server refuse connection fix this,24,39,2,0.47422462550562927,1.0254514854388488,0.7909901767471028,2.3534045190578072,0.8888888888888888,57,50,59,51
3582,7162,7163,0,upvote quora question,allow answer question quora,21,27,2,0.4074782336080204,1.0885970479401272,0.9151827661980835,1.96817785306495,0.875,50,57,80,58
3583,7164,7165,1,would life earth different two moon,would life like earth two moon,35,30,5,0.874965568826164,0.5000688576063023,0.4475078185539181,0.7670199484960634,0.9230769230769231,77,67,91,77
3584,7166,7167,0,photon leave sun hit leaf hit retina photon hit retina exactly photon sun,happen photon hit boundary universe,73,35,2,0.6044094506708881,0.8894836134849385,0.6780744437287181,2.202253822928899,0.9166666666666666,35,49,53,30
3585,7168,7169,1,requirement modulation,requirement modulation,22,22,2,1.0000000000000002,0.0,0.0,0.0,0.0,100,100,100,100
3586,7170,7171,0,relationship ex,relationship,15,12,1,0.6983847232532893,0.776679183120947,0.7331493632251102,1.0173378335565593,0.75,89,100,100,89
3587,7172,7173,1,can not india ban import chinese product india,india ban chinese good anything make china,46,42,3,0.44846330416237357,1.05027300816276,0.7484505187373536,3.151352180743376,0.9285714285714286,57,60,61,55
3588,7174,7175,0,knowledge management,professional knowledge management,20,33,2,0.8082525379264621,0.6192696699718755,0.5935906289576142,0.8599964624327352,0.8333333333333334,75,100,100,75
3589,7176,7177,0,architecture context identity chaura rasta jaipur,pan chinese identity,49,20,1,0.24249687963276234,1.2308558976315933,0.8894316170585387,3.3966315834153016,0.8571428571428572,43,65,57,46
3590,7178,7179,1,become mentally strong,mentally strong,22,15,2,0.890776122682353,0.46738394777237957,0.455936958653605,0.6084796970967661,0.8333333333333334,81,100,100,81
3591,7180,7181,1,book study practice crack neet,book need study crack neet,30,26,4,0.8202191187471973,0.5996346908790429,0.5348999871325691,0.8981067918155711,0.9090909090909091,75,65,89,75
3592,7182,7183,0,good resource learn ecuadorian sign language,good resource learn uruguayan sign language,44,43,5,0.8348836831733938,0.574658710586738,0.5528277998280561,0.9070800216373703,0.9,87,86,87,76
3593,7184,7185,0,american politician become non christians ex buddhists hindus,true buddhists hindus ascetic mystic exist mundane materialist adherent,61,71,2,0.4488859968175608,1.049870471231989,0.7397123026436317,3.17605001246179,0.9230769230769231,27,30,48,48
3594,7186,7187,0,raise fund startup company,good way raise fund startup,26,27,3,0.8278483440658582,0.5867736461944112,0.4982224899373074,1.0003255769964576,0.9,68,82,83,68
3595,7188,7189,0,tip make job interview process vca antech,use dslr camera microscopic photography,41,39,0,0.0,1.4142135623730951,0.9777674774837588,4.534685474121709,0.9,22,26,25,25
3596,7190,7191,0,country world national anthem national song so one,good national anthem,50,20,2,0.6976198904701922,0.7776633070034971,0.5656980563969254,2.0832429006692026,0.9090909090909091,54,90,86,49
3597,7192,7193,0,benefit public speak,interesting topic class presentation on,20,39,0,0.0,1.4142135623730951,1.0261722756686458,3.7277612561197166,0.875,37,45,24,24
3598,7194,7195,0,happen run police car get away,stay run police,30,15,2,0.5138861172473252,0.9860161081368547,0.7664374160131414,2.3443760598545094,0.9,53,73,80,44
3599,7196,7197,1,find angel investor,find pitch angel investor,19,25,3,1.0000000000000002,1.2412670766236366e-16,1.1546784767512744e-16,1.6653345369377348e-16,0.6666666666666667,86,84,100,86
3600,7198,7199,1,influence crush,begin talk crush,15,16,1,0.4007946688078059,1.0947194445995687,0.9166114294702364,1.9737218842312305,0.8333333333333334,58,64,58,45
